sku,name,quantity,price,supplier,lastRestocked
SKU-03670,Mega Widget,340,5.99,Acme Corp,2024-01-03
SKU-03671,Mega Gadget,357,7.29,TechSupply Inc,2024-01-04
SKU-03672,Mega Doohickey,374,8.59,Parts R Us,2024-01-05
SKU-03673,Mega Thingamajig,391,9.89,Global Widgets,2024-01-06
SKU-03674,Mega Whatsit,408,11.19,Supply Chain Co,2024-01-07
SKU-03675,Mega Gizmo,425,12.49,Acme Corp,2024-01-08
SKU-03676,Mega Component,442,13.79,TechSupply Inc,2024-01-09
SKU-03677,Mega Part,459,15.09,Parts R Us,2024-01-10
SKU-03678,Mega Module,476,16.39,Global Widgets,2024-01-11
SKU-03679,Mega Assembly,493,17.69,Supply Chain Co,2024-01-12
SKU-03680,Super Widget,60,18.99,Acme Corp,2024-01-13
SKU-03681,Super Gadget,77,20.29,TechSupply Inc,2024-01-14
SKU-03682,Super Doohickey,94,21.59,Parts R Us,2024-01-15
SKU-03683,Super Thingamajig,111,22.89,Global Widgets,2024-01-16
SKU-03684,Super Whatsit,128,24.19,Supply Chain Co,2024-01-17
SKU-03685,Super Gizmo,145,25.49,Acme Corp,2024-01-18
SKU-03686,Super Component,162,26.79,TechSupply Inc,2024-01-19
SKU-03687,Super Part,179,28.09,Parts R Us,2024-01-20
SKU-03688,Super Module,196,29.39,Global Widgets,2024-01-21
SKU-03689,Super Assembly,213,30.69,Supply Chain Co,2024-01-22
SKU-03690,Compact Widget,230,31.99,Acme Corp,2024-01-23
SKU-03691,Compact Gadget,247,33.29,TechSupply Inc,2024-01-24
SKU-03692,Compact Doohickey,264,34.59,Parts R Us,2024-01-25
SKU-03693,Compact Thingamajig,281,5.89,Global Widgets,2024-01-26
SKU-03694,Compact Whatsit,298,7.19,Supply Chain Co,2024-01-27
SKU-03695,Compact Gizmo,315,8.49,Acme Corp,2024-01-28
SKU-03696,Compact Component,332,9.79,TechSupply Inc,2024-01-01
SKU-03697,Compact Part,349,11.09,Parts R Us,2024-01-02
SKU-03698,Compact Module,366,12.39,Global Widgets,2024-01-03
SKU-03699,Compact Assembly,383,13.69,Supply Chain Co,2024-01-04
SKU-03700,Premium Widget,400,14.99,Acme Corp,2024-01-05
SKU-03701,Premium Gadget,417,16.29,TechSupply Inc,2024-01-06
SKU-03702,Premium Doohickey,434,17.59,Parts R Us,2024-01-07
SKU-03703,Premium Thingamajig,451,18.89,Global Widgets,2024-01-08
SKU-03704,Premium Whatsit,468,20.19,Supply Chain Co,2024-01-09
SKU-03705,Premium Gizmo,485,21.49,Acme Corp,2024-01-10
SKU-03706,Premium Component,52,22.79,TechSupply Inc,2024-01-11
SKU-03707,Premium Part,69,24.09,Parts R Us,2024-01-12
SKU-03708,Premium Module,86,25.39,Global Widgets,2024-01-13
SKU-03709,Premium Assembly,103,26.69,Supply Chain Co,2024-01-14
SKU-03710,Standard Widget,120,27.99,Acme Corp,2024-01-15
SKU-03711,Standard Gadget,137,29.29,TechSupply Inc,2024-01-16
SKU-03712,Standard Doohickey,154,30.59,Parts R Us,2024-01-17
SKU-03713,Standard Thingamajig,171,31.89,Global Widgets,2024-01-18
SKU-03714,Standard Whatsit,188,33.19,Supply Chain Co,2024-01-19
SKU-03715,Standard Gizmo,205,34.49,Acme Corp,2024-01-20
SKU-03716,Standard Component,222,5.79,TechSupply Inc,2024-01-21
SKU-03717,Standard Part,239,7.09,Parts R Us,2024-01-22
SKU-03718,Standard Module,256,8.39,Global Widgets,2024-01-23
SKU-03719,Standard Assembly,273,9.69,Supply Chain Co,2024-01-24
SKU-03720,Deluxe Widget,290,10.99,Acme Corp,2024-01-25
SKU-03721,Deluxe Gadget,307,12.29,TechSupply Inc,2024-01-26
SKU-03722,Deluxe Doohickey,324,13.59,Parts R Us,2024-01-27
SKU-03723,Deluxe Thingamajig,341,14.89,Global Widgets,2024-01-28
SKU-03724,Deluxe Whatsit,358,16.19,Supply Chain Co,2024-01-01
SKU-03725,Deluxe Gizmo,375,17.49,Acme Corp,2024-01-02
SKU-03726,Deluxe Component,392,18.79,TechSupply Inc,2024-01-03
SKU-03727,Deluxe Part,409,20.09,Parts R Us,2024-01-04
SKU-03728,Deluxe Module,426,21.39,Global Widgets,2024-01-05
SKU-03729,Deluxe Assembly,443,22.69,Supply Chain Co,2024-01-06
SKU-03730,Basic Widget,460,23.99,Acme Corp,2024-01-07
SKU-03731,Basic Gadget,477,25.29,TechSupply Inc,2024-01-08
SKU-03732,Basic Doohickey,494,26.59,Parts R Us,2024-01-09
SKU-03733,Basic Thingamajig,61,27.89,Global Widgets,2024-01-10
SKU-03734,Basic Whatsit,78,29.19,Supply Chain Co,2024-01-11
SKU-03735,Basic Gizmo,95,30.49,Acme Corp,2024-01-12
SKU-03736,Basic Component,112,31.79,TechSupply Inc,2024-01-13
SKU-03737,Basic Part,129,33.09,Parts R Us,2024-01-14
SKU-03738,Basic Module,146,34.39,Global Widgets,2024-01-15
SKU-03739,Basic Assembly,163,5.69,Supply Chain Co,2024-01-16
SKU-03740,Pro Widget,180,6.99,Acme Corp,2024-01-17
SKU-03741,Pro Gadget,197,8.29,TechSupply Inc,2024-01-18
SKU-03742,Pro Doohickey,214,9.59,Parts R Us,2024-01-19
SKU-03743,Pro Thingamajig,231,10.89,Global Widgets,2024-01-20
SKU-03744,Pro Whatsit,248,12.19,Supply Chain Co,2024-01-21
SKU-03745,Pro Gizmo,265,13.49,Acme Corp,2024-01-22
SKU-03746,Pro Component,282,14.79,TechSupply Inc,2024-01-23
SKU-03747,Pro Part,299,16.09,Parts R Us,2024-01-24
SKU-03748,Pro Module,316,17.39,Global Widgets,2024-01-25
SKU-03749,Pro Assembly,333,18.69,Supply Chain Co,2024-01-26
SKU-03750,Ultra Widget,350,19.99,Acme Corp,2024-01-27
SKU-03751,Ultra Gadget,367,21.29,TechSupply Inc,2024-01-28
SKU-03752,Ultra Doohickey,384,22.59,Parts R Us,2024-01-01
SKU-03753,Ultra Thingamajig,401,23.89,Global Widgets,2024-01-02
SKU-03754,Ultra Whatsit,418,25.19,Supply Chain Co,2024-01-03
SKU-03755,Ultra Gizmo,435,26.49,Acme Corp,2024-01-04
SKU-03756,Ultra Component,452,27.79,TechSupply Inc,2024-01-05
SKU-03757,Ultra Part,469,29.09,Parts R Us,2024-01-06
SKU-03758,Ultra Module,486,30.39,Global Widgets,2024-01-07
SKU-03759,Ultra Assembly,53,31.69,Supply Chain Co,2024-01-08
SKU-03760,Mini Widget,70,32.99,Acme Corp,2024-01-09
SKU-03761,Mini Gadget,87,34.29,TechSupply Inc,2024-01-10
SKU-03762,Mini Doohickey,104,5.59,Parts R Us,2024-01-11
SKU-03763,Mini Thingamajig,121,6.89,Global Widgets,2024-01-12
SKU-03764,Mini Whatsit,138,8.19,Supply Chain Co,2024-01-13
SKU-03765,Mini Gizmo,155,9.49,Acme Corp,2024-01-14
SKU-03766,Mini Component,172,10.79,TechSupply Inc,2024-01-15
SKU-03767,Mini Part,189,12.09,Parts R Us,2024-01-16
SKU-03768,Mini Module,206,13.39,Global Widgets,2024-01-17
SKU-03769,Mini Assembly,223,14.69,Supply Chain Co,2024-01-18
SKU-03770,Mega Widget,240,15.99,Acme Corp,2024-01-19
SKU-03771,Mega Gadget,257,17.29,TechSupply Inc,2024-01-20
SKU-03772,Mega Doohickey,274,18.59,Parts R Us,2024-01-21
SKU-03773,Mega Thingamajig,291,19.89,Global Widgets,2024-01-22
SKU-03774,Mega Whatsit,308,21.19,Supply Chain Co,2024-01-23
SKU-03775,Mega Gizmo,325,22.49,Acme Corp,2024-01-24
SKU-03776,Mega Component,342,23.79,TechSupply Inc,2024-01-25
SKU-03777,Mega Part,359,25.09,Parts R Us,2024-01-26
SKU-03778,Mega Module,376,26.39,Global Widgets,2024-01-27
SKU-03779,Mega Assembly,393,27.69,Supply Chain Co,2024-01-28
SKU-03780,Super Widget,410,28.99,Acme Corp,2024-01-01
SKU-03781,Super Gadget,427,30.29,TechSupply Inc,2024-01-02
SKU-03782,Super Doohickey,444,31.59,Parts R Us,2024-01-03
SKU-03783,Super Thingamajig,461,32.89,Global Widgets,2024-01-04
SKU-03784,Super Whatsit,478,34.19,Supply Chain Co,2024-01-05
SKU-03785,Super Gizmo,495,5.49,Acme Corp,2024-01-06
SKU-03786,Super Component,62,6.79,TechSupply Inc,2024-01-07
SKU-03787,Super Part,79,8.09,Parts R Us,2024-01-08
SKU-03788,Super Module,96,9.39,Global Widgets,2024-01-09
SKU-03789,Super Assembly,113,10.69,Supply Chain Co,2024-01-10
SKU-03790,Compact Widget,130,11.99,Acme Corp,2024-01-11
SKU-03791,Compact Gadget,147,13.29,TechSupply Inc,2024-01-12
SKU-03792,Compact Doohickey,164,14.59,Parts R Us,2024-01-13
SKU-03793,Compact Thingamajig,181,15.89,Global Widgets,2024-01-14
SKU-03794,Compact Whatsit,198,17.19,Supply Chain Co,2024-01-15
SKU-03795,Compact Gizmo,215,18.49,Acme Corp,2024-01-16
SKU-03796,Compact Component,232,19.79,TechSupply Inc,2024-01-17
SKU-03797,Compact Part,249,21.09,Parts R Us,2024-01-18
SKU-03798,Compact Module,266,22.39,Global Widgets,2024-01-19
SKU-03799,Compact Assembly,283,23.69,Supply Chain Co,2024-01-20
SKU-03800,Premium Widget,300,24.99,Acme Corp,2024-01-21
SKU-03801,Premium Gadget,317,26.29,TechSupply Inc,2024-01-22
SKU-03802,Premium Doohickey,334,27.59,Parts R Us,2024-01-23
SKU-03803,Premium Thingamajig,351,28.89,Global Widgets,2024-01-24
SKU-03804,Premium Whatsit,368,30.19,Supply Chain Co,2024-01-25
SKU-03805,Premium Gizmo,385,31.49,Acme Corp,2024-01-26
SKU-03806,Premium Component,402,32.79,TechSupply Inc,2024-01-27
SKU-03807,Premium Part,419,34.09,Parts R Us,2024-01-28
SKU-03808,Premium Module,436,5.39,Global Widgets,2024-01-01
SKU-03809,Premium Assembly,453,6.69,Supply Chain Co,2024-01-02
SKU-03810,Standard Widget,470,7.99,Acme Corp,2024-01-03
SKU-03811,Standard Gadget,487,9.29,TechSupply Inc,2024-01-04
SKU-03812,Standard Doohickey,54,10.59,Parts R Us,2024-01-05
SKU-03813,Standard Thingamajig,71,11.89,Global Widgets,2024-01-06
SKU-03814,Standard Whatsit,88,13.19,Supply Chain Co,2024-01-07
SKU-03815,Standard Gizmo,105,14.49,Acme Corp,2024-01-08
SKU-03816,Standard Component,122,15.79,TechSupply Inc,2024-01-09
SKU-03817,Standard Part,139,17.09,Parts R Us,2024-01-10
SKU-03818,Standard Module,156,18.39,Global Widgets,2024-01-11
SKU-03819,Standard Assembly,173,19.69,Supply Chain Co,2024-01-12
SKU-03820,Deluxe Widget,190,20.99,Acme Corp,2024-01-13
SKU-03821,Deluxe Gadget,207,22.29,TechSupply Inc,2024-01-14
SKU-03822,Deluxe Doohickey,224,23.59,Parts R Us,2024-01-15
SKU-03823,Deluxe Thingamajig,241,24.89,Global Widgets,2024-01-16
SKU-03824,Deluxe Whatsit,258,26.19,Supply Chain Co,2024-01-17
SKU-03825,Deluxe Gizmo,275,27.49,Acme Corp,2024-01-18
SKU-03826,Deluxe Component,292,28.79,TechSupply Inc,2024-01-19
SKU-03827,Deluxe Part,309,30.09,Parts R Us,2024-01-20
SKU-03828,Deluxe Module,326,31.39,Global Widgets,2024-01-21
SKU-03829,Deluxe Assembly,343,32.69,Supply Chain Co,2024-01-22
SKU-03830,Basic Widget,360,33.99,Acme Corp,2024-01-23
SKU-03831,Basic Gadget,377,5.29,TechSupply Inc,2024-01-24
SKU-03832,Basic Doohickey,394,6.59,Parts R Us,2024-01-25
SKU-03833,Basic Thingamajig,411,7.89,Global Widgets,2024-01-26
SKU-03834,Basic Whatsit,428,9.19,Supply Chain Co,2024-01-27
SKU-03835,Basic Gizmo,445,10.49,Acme Corp,2024-01-28
SKU-03836,Basic Component,462,11.79,TechSupply Inc,2024-01-01
SKU-03837,Basic Part,479,13.09,Parts R Us,2024-01-02
SKU-03838,Basic Module,496,14.39,Global Widgets,2024-01-03
SKU-03839,Basic Assembly,63,15.69,Supply Chain Co,2024-01-04
SKU-03840,Pro Widget,80,16.99,Acme Corp,2024-01-05
SKU-03841,Pro Gadget,97,18.29,TechSupply Inc,2024-01-06
SKU-03842,Pro Doohickey,114,19.59,Parts R Us,2024-01-07
SKU-03843,Pro Thingamajig,131,20.89,Global Widgets,2024-01-08
SKU-03844,Pro Whatsit,148,22.19,Supply Chain Co,2024-01-09
SKU-03845,Pro Gizmo,165,23.49,Acme Corp,2024-01-10
SKU-03846,Pro Component,182,24.79,TechSupply Inc,2024-01-11
SKU-03847,Pro Part,199,26.09,Parts R Us,2024-01-12
SKU-03848,Pro Module,216,27.39,Global Widgets,2024-01-13
SKU-03849,Pro Assembly,233,28.69,Supply Chain Co,2024-01-14
SKU-03850,Ultra Widget,250,29.99,Acme Corp,2024-01-15
SKU-03851,Ultra Gadget,267,31.29,TechSupply Inc,2024-01-16
SKU-03852,Ultra Doohickey,284,32.59,Parts R Us,2024-01-17
SKU-03853,Ultra Thingamajig,301,33.89,Global Widgets,2024-01-18
SKU-03854,Ultra Whatsit,318,5.19,Supply Chain Co,2024-01-19
SKU-03855,Ultra Gizmo,335,6.49,Acme Corp,2024-01-20
SKU-03856,Ultra Component,352,7.79,TechSupply Inc,2024-01-21
SKU-03857,Ultra Part,369,9.09,Parts R Us,2024-01-22
SKU-03858,Ultra Module,386,10.39,Global Widgets,2024-01-23
SKU-03859,Ultra Assembly,403,11.69,Supply Chain Co,2024-01-24
SKU-03860,Mini Widget,420,12.99,Acme Corp,2024-01-25
SKU-03861,Mini Gadget,437,14.29,TechSupply Inc,2024-01-26
SKU-03862,Mini Doohickey,454,15.59,Parts R Us,2024-01-27
SKU-03863,Mini Thingamajig,471,16.89,Global Widgets,2024-01-28
SKU-03864,Mini Whatsit,488,18.19,Supply Chain Co,2024-01-01
SKU-03865,Mini Gizmo,55,19.49,Acme Corp,2024-01-02
SKU-03866,Mini Component,72,20.79,TechSupply Inc,2024-01-03
SKU-03867,Mini Part,89,22.09,Parts R Us,2024-01-04
SKU-03868,Mini Module,106,23.39,Global Widgets,2024-01-05
SKU-03869,Mini Assembly,123,24.69,Supply Chain Co,2024-01-06
SKU-03870,Mega Widget,140,25.99,Acme Corp,2024-01-07
SKU-03871,Mega Gadget,157,27.29,TechSupply Inc,2024-01-08
SKU-03872,Mega Doohickey,174,28.59,Parts R Us,2024-01-09
SKU-03873,Mega Thingamajig,191,29.89,Global Widgets,2024-01-10
SKU-03874,Mega Whatsit,208,31.19,Supply Chain Co,2024-01-11
SKU-03875,Mega Gizmo,225,32.49,Acme Corp,2024-01-12
SKU-03876,Mega Component,242,33.79,TechSupply Inc,2024-01-13
SKU-03877,Mega Part,259,5.09,Parts R Us,2024-01-14
SKU-03878,Mega Module,276,6.39,Global Widgets,2024-01-15
SKU-03879,Mega Assembly,293,7.69,Supply Chain Co,2024-01-16
SKU-03880,Super Widget,310,8.99,Acme Corp,2024-01-17
SKU-03881,Super Gadget,327,10.29,TechSupply Inc,2024-01-18
SKU-03882,Super Doohickey,344,11.59,Parts R Us,2024-01-19
SKU-03883,Super Thingamajig,361,12.89,Global Widgets,2024-01-20
SKU-03884,Super Whatsit,378,14.19,Supply Chain Co,2024-01-21
SKU-03885,Super Gizmo,395,15.49,Acme Corp,2024-01-22
SKU-03886,Super Component,412,16.79,TechSupply Inc,2024-01-23
SKU-03887,Super Part,429,18.09,Parts R Us,2024-01-24
SKU-03888,Super Module,446,19.39,Global Widgets,2024-01-25
SKU-03889,Super Assembly,463,20.69,Supply Chain Co,2024-01-26
SKU-03890,Compact Widget,480,21.99,Acme Corp,2024-01-27
SKU-03891,Compact Gadget,497,23.29,TechSupply Inc,2024-01-28
SKU-03892,Compact Doohickey,64,24.59,Parts R Us,2024-01-01
SKU-03893,Compact Thingamajig,81,25.89,Global Widgets,2024-01-02
SKU-03894,Compact Whatsit,98,27.19,Supply Chain Co,2024-01-03
SKU-03895,Compact Gizmo,115,28.49,Acme Corp,2024-01-04
SKU-03896,Compact Component,132,29.79,TechSupply Inc,2024-01-05
SKU-03897,Compact Part,149,31.09,Parts R Us,2024-01-06
SKU-03898,Compact Module,166,32.39,Global Widgets,2024-01-07
SKU-03899,Compact Assembly,183,33.69,Supply Chain Co,2024-01-08
SKU-03900,Premium Widget,200,4.99,Acme Corp,2024-01-09
SKU-03901,Premium Gadget,217,6.29,TechSupply Inc,2024-01-10
SKU-03902,Premium Doohickey,234,7.59,Parts R Us,2024-01-11
SKU-03903,Premium Thingamajig,251,8.89,Global Widgets,2024-01-12
SKU-03904,Premium Whatsit,268,10.19,Supply Chain Co,2024-01-13
SKU-03905,Premium Gizmo,285,11.49,Acme Corp,2024-01-14
SKU-03906,Premium Component,302,12.79,TechSupply Inc,2024-01-15
SKU-03907,Premium Part,319,14.09,Parts R Us,2024-01-16
SKU-03908,Premium Module,336,15.39,Global Widgets,2024-01-17
SKU-03909,Premium Assembly,353,16.69,Supply Chain Co,2024-01-18
SKU-03910,Standard Widget,370,17.99,Acme Corp,2024-01-19
SKU-03911,Standard Gadget,387,19.29,TechSupply Inc,2024-01-20
SKU-03912,Standard Doohickey,404,20.59,Parts R Us,2024-01-21
SKU-03913,Standard Thingamajig,421,21.89,Global Widgets,2024-01-22
SKU-03914,Standard Whatsit,438,23.19,Supply Chain Co,2024-01-23
SKU-03915,Standard Gizmo,455,24.49,Acme Corp,2024-01-24
SKU-03916,Standard Component,472,25.79,TechSupply Inc,2024-01-25
SKU-03917,Standard Part,489,27.09,Parts R Us,2024-01-26
SKU-03918,Standard Module,56,28.39,Global Widgets,2024-01-27
SKU-03919,Standard Assembly,73,29.69,Supply Chain Co,2024-01-28
SKU-03920,Deluxe Widget,90,30.99,Acme Corp,2024-01-01
SKU-03921,Deluxe Gadget,107,32.29,TechSupply Inc,2024-01-02
SKU-03922,Deluxe Doohickey,124,33.59,Parts R Us,2024-01-03
SKU-03923,Deluxe Thingamajig,141,34.89,Global Widgets,2024-01-04
SKU-03924,Deluxe Whatsit,158,6.19,Supply Chain Co,2024-01-05
SKU-03925,Deluxe Gizmo,175,7.49,Acme Corp,2024-01-06
SKU-03926,Deluxe Component,192,8.79,TechSupply Inc,2024-01-07
SKU-03927,Deluxe Part,209,10.09,Parts R Us,2024-01-08
SKU-03928,Deluxe Module,226,11.39,Global Widgets,2024-01-09
SKU-03929,Deluxe Assembly,243,12.69,Supply Chain Co,2024-01-10
SKU-03930,Basic Widget,260,13.99,Acme Corp,2024-01-11
SKU-03931,Basic Gadget,277,15.29,TechSupply Inc,2024-01-12
SKU-03932,Basic Doohickey,294,16.59,Parts R Us,2024-01-13
SKU-03933,Basic Thingamajig,311,17.89,Global Widgets,2024-01-14
SKU-03934,Basic Whatsit,328,19.19,Supply Chain Co,2024-01-15
SKU-03935,Basic Gizmo,345,20.49,Acme Corp,2024-01-16
SKU-03936,Basic Component,362,21.79,TechSupply Inc,2024-01-17
SKU-03937,Basic Part,379,23.09,Parts R Us,2024-01-18
SKU-03938,Basic Module,396,24.39,Global Widgets,2024-01-19
SKU-03939,Basic Assembly,413,25.69,Supply Chain Co,2024-01-20
SKU-03940,Pro Widget,430,26.99,Acme Corp,2024-01-21
SKU-03941,Pro Gadget,447,28.29,TechSupply Inc,2024-01-22
SKU-03942,Pro Doohickey,464,29.59,Parts R Us,2024-01-23
SKU-03943,Pro Thingamajig,481,30.89,Global Widgets,2024-01-24
SKU-03944,Pro Whatsit,498,32.19,Supply Chain Co,2024-01-25
SKU-03945,Pro Gizmo,65,33.49,Acme Corp,2024-01-26
SKU-03946,Pro Component,82,34.79,TechSupply Inc,2024-01-27
SKU-03947,Pro Part,99,6.09,Parts R Us,2024-01-28
SKU-03948,Pro Module,116,7.39,Global Widgets,2024-01-01
SKU-03949,Pro Assembly,133,8.69,Supply Chain Co,2024-01-02
SKU-03950,Ultra Widget,150,9.99,Acme Corp,2024-01-03
SKU-03951,Ultra Gadget,167,11.29,TechSupply Inc,2024-01-04
SKU-03952,Ultra Doohickey,184,12.59,Parts R Us,2024-01-05
SKU-03953,Ultra Thingamajig,201,13.89,Global Widgets,2024-01-06
SKU-03954,Ultra Whatsit,218,15.19,Supply Chain Co,2024-01-07
SKU-03955,Ultra Gizmo,235,16.49,Acme Corp,2024-01-08
SKU-03956,Ultra Component,252,17.79,TechSupply Inc,2024-01-09
SKU-03957,Ultra Part,269,19.09,Parts R Us,2024-01-10
SKU-03958,Ultra Module,286,20.39,Global Widgets,2024-01-11
SKU-03959,Ultra Assembly,303,21.69,Supply Chain Co,2024-01-12
SKU-03960,Mini Widget,320,22.99,Acme Corp,2024-01-13
SKU-03961,Mini Gadget,337,24.29,TechSupply Inc,2024-01-14
SKU-03962,Mini Doohickey,354,25.59,Parts R Us,2024-01-15
SKU-03963,Mini Thingamajig,371,26.89,Global Widgets,2024-01-16
SKU-03964,Mini Whatsit,388,28.19,Supply Chain Co,2024-01-17
SKU-03965,Mini Gizmo,405,29.49,Acme Corp,2024-01-18
SKU-03966,Mini Component,422,30.79,TechSupply Inc,2024-01-19
SKU-03967,Mini Part,439,32.09,Parts R Us,2024-01-20
SKU-03968,Mini Module,456,33.39,Global Widgets,2024-01-21
SKU-03969,Mini Assembly,473,34.69,Supply Chain Co,2024-01-22
SKU-03970,Mega Widget,490,5.99,Acme Corp,2024-01-23
SKU-03971,Mega Gadget,57,7.29,TechSupply Inc,2024-01-24
SKU-03972,Mega Doohickey,74,8.59,Parts R Us,2024-01-25
SKU-03973,Mega Thingamajig,91,9.89,Global Widgets,2024-01-26
SKU-03974,Mega Whatsit,108,11.19,Supply Chain Co,2024-01-27
SKU-03975,Mega Gizmo,125,12.49,Acme Corp,2024-01-28
SKU-03976,Mega Component,142,13.79,TechSupply Inc,2024-01-01
SKU-03977,Mega Part,159,15.09,Parts R Us,2024-01-02
SKU-03978,Mega Module,176,16.39,Global Widgets,2024-01-03
SKU-03979,Mega Assembly,193,17.69,Supply Chain Co,2024-01-04
SKU-03980,Super Widget,210,18.99,Acme Corp,2024-01-05
SKU-03981,Super Gadget,227,20.29,TechSupply Inc,2024-01-06
SKU-03982,Super Doohickey,244,21.59,Parts R Us,2024-01-07
SKU-03983,Super Thingamajig,261,22.89,Global Widgets,2024-01-08
SKU-03984,Super Whatsit,278,24.19,Supply Chain Co,2024-01-09
SKU-03985,Super Gizmo,295,25.49,Acme Corp,2024-01-10
SKU-03986,Super Component,312,26.79,TechSupply Inc,2024-01-11
SKU-03987,Super Part,329,28.09,Parts R Us,2024-01-12
SKU-03988,Super Module,346,29.39,Global Widgets,2024-01-13
SKU-03989,Super Assembly,363,30.69,Supply Chain Co,2024-01-14
SKU-03990,Compact Widget,380,31.99,Acme Corp,2024-01-15
SKU-03991,Compact Gadget,397,33.29,TechSupply Inc,2024-01-16
SKU-03992,Compact Doohickey,414,34.59,Parts R Us,2024-01-17
SKU-03993,Compact Thingamajig,431,5.89,Global Widgets,2024-01-18
SKU-03994,Compact Whatsit,448,7.19,Supply Chain Co,2024-01-19
SKU-03995,Compact Gizmo,465,8.49,Acme Corp,2024-01-20
SKU-03996,Compact Component,482,9.79,TechSupply Inc,2024-01-21
SKU-03997,Compact Part,499,11.09,Parts R Us,2024-01-22
SKU-03998,Compact Module,66,12.39,Global Widgets,2024-01-23
SKU-03999,Compact Assembly,83,13.69,Supply Chain Co,2024-01-24
SKU-04000,Premium Widget,100,14.99,Acme Corp,2024-01-25
SKU-04001,Premium Gadget,117,16.29,TechSupply Inc,2024-01-26
SKU-04002,Premium Doohickey,134,17.59,Parts R Us,2024-01-27
SKU-04003,Premium Thingamajig,151,18.89,Global Widgets,2024-01-28
SKU-04004,Premium Whatsit,168,20.19,Supply Chain Co,2024-01-01
SKU-04005,Premium Gizmo,185,21.49,Acme Corp,2024-01-02
SKU-04006,Premium Component,202,22.79,TechSupply Inc,2024-01-03
SKU-04007,Premium Part,219,24.09,Parts R Us,2024-01-04
SKU-04008,Premium Module,236,25.39,Global Widgets,2024-01-05
SKU-04009,Premium Assembly,253,26.69,Supply Chain Co,2024-01-06
SKU-04010,Standard Widget,270,27.99,Acme Corp,2024-01-07
SKU-04011,Standard Gadget,287,29.29,TechSupply Inc,2024-01-08
SKU-04012,Standard Doohickey,304,30.59,Parts R Us,2024-01-09
SKU-04013,Standard Thingamajig,321,31.89,Global Widgets,2024-01-10
SKU-04014,Standard Whatsit,338,33.19,Supply Chain Co,2024-01-11
SKU-04015,Standard Gizmo,355,34.49,Acme Corp,2024-01-12
SKU-04016,Standard Component,372,5.79,TechSupply Inc,2024-01-13
SKU-04017,Standard Part,389,7.09,Parts R Us,2024-01-14
SKU-04018,Standard Module,406,8.39,Global Widgets,2024-01-15
SKU-04019,Standard Assembly,423,9.69,Supply Chain Co,2024-01-16
SKU-04020,Deluxe Widget,440,10.99,Acme Corp,2024-01-17
SKU-04021,Deluxe Gadget,457,12.29,TechSupply Inc,2024-01-18
SKU-04022,Deluxe Doohickey,474,13.59,Parts R Us,2024-01-19
SKU-04023,Deluxe Thingamajig,491,14.89,Global Widgets,2024-01-20
SKU-04024,Deluxe Whatsit,58,16.19,Supply Chain Co,2024-01-21
SKU-04025,Deluxe Gizmo,75,17.49,Acme Corp,2024-01-22
SKU-04026,Deluxe Component,92,18.79,TechSupply Inc,2024-01-23
SKU-04027,Deluxe Part,109,20.09,Parts R Us,2024-01-24
SKU-04028,Deluxe Module,126,21.39,Global Widgets,2024-01-25
SKU-04029,Deluxe Assembly,143,22.69,Supply Chain Co,2024-01-26
SKU-04030,Basic Widget,160,23.99,Acme Corp,2024-01-27
SKU-04031,Basic Gadget,177,25.29,TechSupply Inc,2024-01-28
SKU-04032,Basic Doohickey,194,26.59,Parts R Us,2024-01-01
SKU-04033,Basic Thingamajig,211,27.89,Global Widgets,2024-01-02
SKU-04034,Basic Whatsit,228,29.19,Supply Chain Co,2024-01-03
SKU-04035,Basic Gizmo,245,30.49,Acme Corp,2024-01-04
SKU-04036,Basic Component,262,31.79,TechSupply Inc,2024-01-05
SKU-04037,Basic Part,279,33.09,Parts R Us,2024-01-06
SKU-04038,Basic Module,296,34.39,Global Widgets,2024-01-07
SKU-04039,Basic Assembly,313,5.69,Supply Chain Co,2024-01-08
SKU-04040,Pro Widget,330,6.99,Acme Corp,2024-01-09
SKU-04041,Pro Gadget,347,8.29,TechSupply Inc,2024-01-10
SKU-04042,Pro Doohickey,364,9.59,Parts R Us,2024-01-11
SKU-04043,Pro Thingamajig,381,10.89,Global Widgets,2024-01-12
SKU-04044,Pro Whatsit,398,12.19,Supply Chain Co,2024-01-13
SKU-04045,Pro Gizmo,415,13.49,Acme Corp,2024-01-14
SKU-04046,Pro Component,432,14.79,TechSupply Inc,2024-01-15
SKU-04047,Pro Part,449,16.09,Parts R Us,2024-01-16
SKU-04048,Pro Module,466,17.39,Global Widgets,2024-01-17
SKU-04049,Pro Assembly,483,18.69,Supply Chain Co,2024-01-18
SKU-04050,Ultra Widget,50,19.99,Acme Corp,2024-01-19
SKU-04051,Ultra Gadget,67,21.29,TechSupply Inc,2024-01-20
SKU-04052,Ultra Doohickey,84,22.59,Parts R Us,2024-01-21
SKU-04053,Ultra Thingamajig,101,23.89,Global Widgets,2024-01-22
SKU-04054,Ultra Whatsit,118,25.19,Supply Chain Co,2024-01-23
SKU-04055,Ultra Gizmo,135,26.49,Acme Corp,2024-01-24
SKU-04056,Ultra Component,152,27.79,TechSupply Inc,2024-01-25
SKU-04057,Ultra Part,169,29.09,Parts R Us,2024-01-26
SKU-04058,Ultra Module,186,30.39,Global Widgets,2024-01-27
SKU-04059,Ultra Assembly,203,31.69,Supply Chain Co,2024-01-28
